식당이름,메뉴이름,가격
스타벅스 미아뉴타운점,토피 넛 콜드 브루,5800
스타벅스 미아뉴타운점,핑크 캐모마일 릴렉서,6100
스타벅스 미아뉴타운점,아이스 핑크 캐모마일 릴렉서,6100
스타벅스 미아뉴타운점,오늘의 커피,3800
스타벅스 미아뉴타운점,카푸치노,4600
스타벅스 미아뉴타운점,카페 라떼,4600
스타벅스 미아뉴타운점,카페 모카,5100
스타벅스 미아뉴타운점,카페 아메리카노,4100
스타벅스 미아뉴타운점,카라멜 마키아또,5600
스타벅스 미아뉴타운점,화이트 초콜릿 모카,5600
스타벅스 미아뉴타운점,스타벅스 돌체 라떼,5600
스타벅스 미아뉴타운점,자바 칩 프라푸치노,6100
스타벅스 미아뉴타운점,망고 바나나 블렌디드,6300
스타벅스 미아뉴타운점,아이스 자몽 허니 블랙 티,5300
스타벅스 미아뉴타운점,자몽 허니 블랙 티,5300
스타벅스 미아뉴타운점,콜드 브루,4500
스타벅스 미아뉴타운점,디카페인 카페 아메리카노,4400
스타벅스 미아뉴타운점,디카페인 카페 라떼,4900
스타벅스 미아뉴타운점,제주 유기농 말차로 만든 라떼,6100
스타벅스 미아뉴타운점,돌체 콜드 브루,5800
대하정,한방오리백숙,72000
대하정,오리탕,70000
대하정,토종한방닭백숙,65000
대하정,토종닭볶음탕,63000
대하정,더덕불고기(200g),30000
포엔시드니 수유점,해산물 쌀국수 (Regular),8000
포엔시드니 수유점,닭고기 쌀국수 (Regular),8000
포엔시드니 수유점,해물사천 쌀국수 (Regular),8000
포엔시드니 수유점,안심 쌀국수 (Regular),8000
포엔시드니 수유점,차돌 쌀국수 (Regular),7000
군자대한곱창 수유역점,A 세트,39000
군자대한곱창 수유역점,B 세트,43000
군자대한곱창 수유역점,C 세트,46000
군자대한곱창 수유역점,곱창 모듬구이,49800
군자대한곱창 수유역점,대창모듬구이,49800
군자대한곱창 수유역점,막창모듬구이,49800
군자대한곱창 수유역점,특양모듬구이,53800
군자대한곱창 수유역점,대한모듬곱창,40600
군자대한곱창 수유역점,모듬곱창,36600
군자대한곱창 수유역점,한우곱창전골,29800
군자대한곱창 수유역점,소곱창 130g,15900
군자대한곱창 수유역점,소대창 180g,15900
군자대한곱창 수유역점,소막창 180g,15900
군자대한곱창 수유역점,특양 150g,19900
군자대한곱창 수유역점,염통 180g,9900
군자대한곱창 수유역점,한우 소곱창 120g,19900
군자대한곱창 수유역점,대창순두부전골,8000
군자대한곱창 수유역점,곱창뚝배기전골,8000
군자대한곱창 수유역점,김치말이국수,4900
군자대한곱창 수유역점,김치비빔국수,4900
군자대한곱창 수유역점,대한떡볶이,4900
군자대한곱창 수유역점,깍두기볶음밥,3000
군자대한곱창 수유역점,공기밥,1000
군자대한곱창 수유역점,간장소스,500
군자대한곱창 수유역점,과일소스,500
군자대한곱창 수유역점,카레시즈닝,500
군자대한곱창 수유역점,치즈시즈닝,500
군자대한곱창 수유역점,코카콜라 500ml,2000
군자대한곱창 수유역점,칠성사이다 500ml,2000
군자대한곱창 수유역점,미린다파인맛 500ml,2000
스타벅스 수유역점,토피 넛 라떼,5800
스타벅스 수유역점,아이스 토피 넛 라떼,5800
스타벅스 수유역점,토피 넛 프라푸치노,6300
스타벅스 수유역점,토피 넛 콜드 브루,5800
스타벅스 수유역점,핑크 캐모마일 릴렉서,6100
스타벅스 수유역점,아이스 핑크 캐모마일 릴렉서,6100
스타벅스 수유역점,오늘의 커피,3800
스타벅스 수유역점,카푸치노,4600
스타벅스 수유역점,카페 라떼,4600
스타벅스 수유역점,카페 모카,5100
스타벅스 수유역점,카페 아메리카노,4100
스타벅스 수유역점,카라멜 마키아또,5600
스타벅스 수유역점,화이트 초콜릿 모카,5600
스타벅스 수유역점,스타벅스 돌체 라떼,5600
스타벅스 수유역점,자바 칩 프라푸치노,6100
스타벅스 수유역점,망고 바나나 블렌디드,6300
스타벅스 수유역점,아이스 자몽 허니 블랙 티,5300
스타벅스 수유역점,자몽 허니 블랙 티,5300
스타벅스 수유역점,콜드 브루,4500
스타벅스 수유역점,디카페인 카페 아메리카노,4400
스타벅스 수유역점,디카페인 카페 라떼,4900
스타벅스 수유역점,제주 유기농 말차로 만든 라떼,6100
스타벅스 수유역점,돌체 콜드 브루,5800
명인갈비 미아직영점,돼지양념구이(250g),12000
명인갈비 미아직영점,소왕양념갈비(270g),35000
명인갈비 미아직영점,소왕생갈비(250g),38000
명인갈비 미아직영점,명인갈비탕,15000
명인갈비 미아직영점,한우육회 비빔밥,10000
명인갈비 미아직영점,고기가득 뚝배기불고기,10000
명인갈비 미아직영점,차돌듬뿍 된장찌개,8000
명인갈비 미아직영점,수제 함흥 물냉면,8000
명인갈비 미아직영점,수제 함흥 비빔냉면,8000
명인갈비 미아직영점,후식 된장찌개,2000
명인갈비 미아직영점,평일 점심특선 (돼지양념구이250g),12000
명인갈비 미아직영점,평일 점심특선 (소왕양념갈비 270g),35000
명인갈비 미아직영점,소갈비살(150g),16000
명인갈비 미아직영점,한우육회(150g),19000
명인갈비 미아직영점,공기밥,1000
명인갈비 미아직영점,후식 냉면(물/비빔),5000
스타벅스 미아사거리역점,토피 넛 라떼,5800
스타벅스 미아사거리역점,아이스 토피 넛 라떼,5800
스타벅스 미아사거리역점,토피 넛 프라푸치노,6300
스타벅스 미아사거리역점,토피 넛 콜드 브루,5800
스타벅스 미아사거리역점,핑크 캐모마일 릴렉서,6100
스타벅스 미아사거리역점,아이스 핑크 캐모마일 릴렉서,6100
스타벅스 미아사거리역점,오늘의 커피,3800
스타벅스 미아사거리역점,카푸치노,4600
스타벅스 미아사거리역점,카페 라떼,4600
스타벅스 미아사거리역점,카페 모카,5100
스타벅스 미아사거리역점,카페 아메리카노,4100
스타벅스 미아사거리역점,카라멜 마키아또,5600
스타벅스 미아사거리역점,화이트 초콜릿 모카,5600
스타벅스 미아사거리역점,스타벅스 돌체 라떼,5600
스타벅스 미아사거리역점,자바 칩 프라푸치노,6100
스타벅스 미아사거리역점,망고 바나나 블렌디드,6300
스타벅스 미아사거리역점,아이스 자몽 허니 블랙 티,5300
스타벅스 미아사거리역점,자몽 허니 블랙 티,5300
스타벅스 미아사거리역점,콜드 브루,4500
스타벅스 미아사거리역점,디카페인 카페 아메리카노,4400
스타벅스 미아사거리역점,디카페인 카페 라떼,4900
스타벅스 미아사거리역점,제주 유기농 말차로 만든 라떼,6100
스타벅스 미아사거리역점,돌체 콜드 브루,5800
대동집 수유점,녹두해불파전,14000
대동집 수유점,대동보쌈(중),26000
대동집 수유점,고추고갈비,15000
대동집 수유점,삼겹두부김치,16000
대동집 수유점,대동알탕,18000
황제숯불꼼장어,양념꼼장어 (400g),11000
황제숯불꼼장어,소금꼼장어 (400g),11000
황제숯불꼼장어,무뼈닭발 (300g),11000
황제숯불꼼장어,양념쭈꾸미 (400g),11000
황제숯불꼼장어,껍데기 (400g),11000
번418,아메리카노,4000
번418,카페라떼,4800
번418,우유,2500
번418,제이드 클라우드,5000
번418,레몬 에이드 (ICE),5000
와겐커피,브런치 set1,11800
와겐커피,브런치 set2,10500
투썸플레이스 수유사거리점,고구마 라떼,
투썸플레이스 수유사거리점,아이스 그린티 라떼,
투썸플레이스 수유사거리점,아이스 카페 아메리카노,
투썸플레이스 수유사거리점,오렌지 자몽 주스,
투썸플레이스 수유사거리점,오렌지자몽티,
투썸플레이스 수유사거리점,유자 레몬티,
투썸플레이스 수유사거리점,콜드브루,
일도씨닭갈비 미아점,일도씨 닭갈비,11000
일도씨닭갈비 미아점,콩나물 닭갈비,11000
일도씨닭갈비 미아점,치-치- 치즈 닭갈비,13000
썬데이스낵,크림함박까스,11900
썬데이스낵,리얼치즈돈까스,9900
썬데이스낵,썬데이 돈까스,8900
썬데이스낵,진한 크림 떡볶이,8900
썬데이스낵,썬데이 떡볶이,7900
부부횟집,모듬회 (소),90000
부부횟집,물회 (2인이상),18000
부부횟집,회덮밥,12000
부부횟집,멍게덮밥,13000
부부횟집,매운탕,변동가격
삼양여관,아메리카노,3500
삼양여관,카페라떼,4000
삼양여관,카푸치노,4000
삼양여관,초코라떼,4500
삼양여관,레몬에이드,5000
키치,아메리카노,4000
키치,카페모카,5000
키치,더치라떼,5500
키치,얼그레이,4000
키치,체리콕,4500
주대국초밥집,광어초밥 (10p),17000
주대국초밥집,연어초밥 (10p),15000
주대국초밥집,도미초밥 (10p),20000
주대국초밥집,꽃등심초밥 (10p),18000
주대국초밥집,황새치초밥 (10p),17000
주대국초밥집,연어회,32000
아카렌 수유점,탄탄멘+일식수제등심돈가스,9800
아카렌 수유점,탄타멘+특왕새우튀김 (2마리),11900
쭈꾸미도사 수유점,오리지날 쭈꾸미,12000
쭈꾸미도사 수유점,대창 쭈꾸미,14000
쭈꾸미도사 수유점,가리비 쭈꾸미(1인분),14000
쭈꾸미도사 수유점,도사 부대찌개(1인분),8000
쭈꾸미도사 수유점,뽀빠이육전,9000
홍성양꼬치,양꼬치,12000
홍성양꼬치,고급양갈비,28000
홍성양꼬치,마라향궈,25000
홍성양꼬치,홍소갈치,19000
홍성양꼬치,마라탕,8000
장터참숯무한리필 본사직영점,무한리필,12900
장터참숯무한리필 본사직영점,무한리필 8~13세,8900
장터참숯무한리필 본사직영점,무한리필 미취학,5000
장터참숯무한리필 본사직영점,특왕갈비(300g),7900
장터참숯무한리필 본사직영점,스테이크갈비(250g),7900
선비촌보쌈,보쌈 (중),28000
선비촌보쌈,보쌈 (대),35000
선비촌보쌈,칼제비,6000
선비촌보쌈,칼국수,6000
선비촌보쌈,미역 칼국수,6000
석가갈비냉면 수유점,한우 설화등심(150g),42000
석가갈비냉면 수유점,한우 양념주물럭(150g),36000
석가갈비냉면 수유점,진갈비살(150g),28000
석가갈비냉면 수유점,한우육회(150g),18000
석가갈비냉면 수유점,칼집생삼겹살(180g),15000
한일산장,토종닭백숙(1마리),60000
한일산장,해물닭볶음탕(1마리),60000
한일산장,한방오리백숙(1마리),65000
한일산장,오리로스(1마리),65000
한일산장,불고기버섯전골(2인),40000
대동집 미아사거리점,특별한 멸치국수,5000
대동집 미아사거리점,맛있는비빔국수,6000
대동집 미아사거리점,녹두 해물 파전,15000
대동집 미아사거리점,녹두 해물 김치전,16000
대동집 미아사거리점,대동보쌈(중),26000
대동집 미아사거리점,골뱅이낙지무침과수육,26000
대동집 미아사거리점,대동깐쇼새우,18000
대동집 미아사거리점,버터명란구이,15000
대동집 미아사거리점,대동삼합,36000
대동집 미아사거리점,대동육전,16000
대동집 미아사거리점,고추떡갈비전,16000
대동집 미아사거리점,육회,16000
대동집 미아사거리점,대동순살찜닭,18000
대동집 미아사거리점,대동알탕,19000
대동집 미아사거리점,꼬치어묵통골뱅이탕,22000
대동집 미아사거리점,대동부대찌게,17000
대동집 미아사거리점,대동닭볶음탕,25000
대동집 미아사거리점,얼큰꽁치전골,16000
대동집 미아사거리점,얼큰수제비민물새우탕,18000
대동집 미아사거리점,치즈불닭볶음과주먹밥,19000
대동집 미아사거리점,매콤순대곱창볶음,18000
대동집 미아사거리점,태양초소곱창낙지볶음,25000
대동집 미아사거리점,매콤오돌뼈볶음과주먹밥,18000
대동집 미아사거리점,삼겹두부김치,17000
대동집 미아사거리점,매콤찹살순대볶음,17000
대동집 미아사거리점,대동꼬막밥(계절),22000
대동집 미아사거리점,꼬막(계절),17000
대동집 미아사거리점,불꼬막(계절),18000
대동집 미아사거리점,반반꼬막(계절(,18000
대동집 미아사거리점,참소라숙회,17000
대동집 미아사거리점,문어초회,18000
대동집 미아사거리점,매콤돈곱창볶음,18000
대동집 미아사거리점,삼겹살두부김치,17000
대동집 미아사거리점,매콤철판닭발볶음,16000
대동집 미아사거리점,부산오뎅탕,16000
대동집 미아사거리점,남부시장돈삼겹김치찜,20000
대동집 미아사거리점,수제고추튀김,16000
제주돈탐라1977 수유점,돈냉삼 (160g),12000
제주돈탐라1977 수유점,돈냉오 (160g),13000
제주돈탐라1977 수유점,벌집껍데기 (160g),8000
제주돈탐라1977 수유점,통김치찌개,5000
제주돈탐라1977 수유점,비빔국수,5000
왕빈자삼파전 미아사거리본점,모듬튀김,
왕빈자삼파전 미아사거리본점,꼬막잔치,22000
왕빈자삼파전 미아사거리본점,통영굴전,18000
왕빈자삼파전 미아사거리본점,갑오징어숙회,15000
왕빈자삼파전 미아사거리본점,치즈감자전,17000
왕빈자삼파전 미아사거리본점,매운불고기치즈파전,17000
왕빈자삼파전 미아사거리본점,하프핸하프 (2판),
왕빈자삼파전 미아사거리본점,하프핸하프 (3판),
왕빈자삼파전 미아사거리본점,베이컨 김치 치즈전 (큰판),
왕빈자삼파전 미아사거리본점,베이컨 김치 치즈전 (작은판),
왕빈자삼파전 미아사거리본점,치즈 감자전 (큰판),
왕빈자삼파전 미아사거리본점,치즈 감자전 (작은판),
왕빈자삼파전 미아사거리본점,불고기피자파전 (큰판),
왕빈자삼파전 미아사거리본점,핫! 불고기 피자파전 (큰판),
왕빈자삼파전 미아사거리본점,불고기피자파전 (작은판),
왕빈자삼파전 미아사거리본점,핫! 불고기 피자파전 (작은판),
왕빈자삼파전 미아사거리본점,허니치즈 고구마전 (큰판),
왕빈자삼파전 미아사거리본점,허니치즈 고구마전 (작은판),
왕빈자삼파전 미아사거리본점,69cm 김치치즈 계란말이,
왕빈자삼파전 미아사거리본점,골뱅이무침,
왕빈자삼파전 미아사거리본점,닭치고김치전,
왕빈자삼파전 미아사거리본점,마른안주&모듬어포,
왕빈자삼파전 미아사거리본점,매콤 베이컨 팽이 마리마리,
왕빈자삼파전 미아사거리본점,모듬소세지,
왕빈자삼파전 미아사거리본점,모듬전,
실비집,돼지곱창 (대),30000
실비집,돼지곱창 (소),25000
실비집,돼지전골 (대),30000
실비집,돼지전골 (소),25000
