식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
영화장,중화요리,3.2,서울 동대문구 휘경로 3-8,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-967-9595,82
일미간장게장 본점,게/대게,2.6,서울 동대문구 장한로24길 7,매일 00:00 ~ 24:00,02-2242-4338,43
킹수제만두,분식,4.0,서울 동대문구 한빛로 3 1층,화~토 10:00 ~ 21:00,02-926-0288,90
원조홍릉각,중화요리,3.2,서울 동대문구 약령시로 90,화요일,02-969-7787,41
즐거운맛돈까스,돈까스/우동,4.1,서울 동대문구 왕산로 15-1 2층,화~토 11:30 ~ 20:00 · 브레이크타임 화~토 13:30 ~ 17:30,02-997-9789,120
혜성칼국수,국수,3.6,서울 동대문구 왕산로 247-1,,02-967-6918,69
광주식당,한식,3.3,서울 동대문구 경동시장로2길 49-4,매일 07:00 ~ 22:00,02-969-4403,39
해물알탕전문,해물/생선,4.7,서울 동대문구 전농로14길 12,매일 12:00 ~ 01:00,02-2213-2324,24
장안정 본점,돈까스/우동,3.2,서울 동대문구 답십리로 291-3 1층,화~일 09:00 ~ 21:00,,36
여기가좋겠네,닭요리,3.3,서울 동대문구 회기로21길 25,매일 10:30 ~ 22:00,02-968-9112,61
홍곱창 회기본점,곱창/막창,4.0,서울 동대문구 회기로25길 60,영업시간 월~토 14:00 ~ 24:00,02-3295-1187,40
나정순할매쭈꾸미,해물/생선,2.8,서울 동대문구 약령시로 65,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,,19
대한곱창 장안점,곱창/막창,3.9,서울 동대문구 천호대로85길 21,영업시간 매일 15:00 ~ 02:00,02-2214-5207,27
콘반,아시아음식,3.8,서울 동대문구 한천로26길 48-12 듀펠센터 1층,화~토 11:30 ~ 21:30 · 브레이크타임 화~토 15:00 ~ 17:30,070-4134-3903,30
늘봄해물찜손칼국수 답십리본점,해물/생선,2.6,서울 동대문구 전농로 39,매일 11:00 ~ 22:00,02-2215-5051,29
오관스시,초밥/롤,4.2,서울 동대문구 회기로 121 1층,화~토 11:30 ~ 20:30 · 브레이크타임 화~토 13:30 ~ 17:30,070-8225-6369,78
베러댄,카페,3.9,서울 동대문구 망우로 34 진성빌딩 1층,월~금 08:40 ~ 22:00,,15
감초식당,한식,2.9,서울 동대문구 약령서길 28,매일 09:00 ~ 22:00,02-962-4570,19
허파식당,찌개/전골,4.1,서울 동대문구 왕산로26가길 17,월~토 11:00 ~ 21:30,02-924-4119,19
이문동그집,육류/고기,4.1,서울 동대문구 이문로 195 1층,매일 12:00 ~ 23:00,02-966-7892,22
육전식당 3호점,육류/고기,3.6,서울 동대문구 천호대로 38,매일 11:00 ~ 23:00 · 브레이크타임 매일 16:00 ~ 17:00,02-2234-6373,37
갈비명가이상 답십리점,갈비,1.9,서울 동대문구 천호대로 327,매일 11:00 ~ 23:00,02-2243-8200,21
레알라면,분식,4.6,서울 동대문구 회기로25길 23-5,월/화/목/금/토/일 11:00 ~ 21:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 17:00,02-960-4208,34
홍능갈비집 본점,갈비,3.3,서울 동대문구 제기로 85,매일 11:30 ~ 21:30,02-965-0420,25
회기왕족발보쌈,족발/보쌈,3.5,서울 동대문구 회기로 158,매일 10:30 ~ 01:00,02-966-4955,51
먹깨비해물아구찜,해물/생선,3.3,서울 동대문구 장한로 92 화성빌딩 105~107호,매일 00:00 ~ 24:00,02-2249-2158,10
안동집,국수,3.4,서울 동대문구 고산자로36길 3 경동시장 신관지하1층 8-2호,매일 09:00 ~ 20:00,02-965-3948,18
부부횟집 장안점,회,2.8,서울 동대문구 장한로 198,매일 11:30 ~ 22:40,02-2248-8881,21
홍익돈까스 회기역점,돈까스/우동,3.3,서울 동대문구 망우로21길 52 춘태빌딩 1층,매일 11:30 ~ 20:30 · 브레이크타임 매일 14:30 ~ 16:30,02-2242-9604,31
비나레스토랑,인도음식,4.7,서울 동대문구 안암로24길 4,매일 11:00 ~ 21:00,02-926-5860,39
카페몰로,디저트카페,3.7,서울 동대문구 회기로 163 1층,매일 11:00 ~ 22:00,02-966-1301,15
서산간장게장,게/대게,4.6,서울 동대문구 장한로24길 7,매일 00:00 ~ 24:00,02-2217-3078,17
함경면옥,냉면,2.2,서울 동대문구 왕산로 87,매일 11:00 ~ 21:00,02-921-7300,34
이모네왕파전,호프/요리주점,3.3,서울 동대문구 회기로28길 12-3,매일 00:00 ~ 24:00,02-959-8318,39
와가리피순대 본점,순대,3.8,서울 동대문구 왕산로9길 22,월~토 09:30 ~ 22:30,02-927-5477,18
일번지정육식당 장한평직영점,육류/고기,3.4,서울 동대문구 장한로 18 1층,매일 11:00 ~ 23:30,02-2212-9926,13
BK볏짚직화구이 장안동본점,육류/고기,2.4,서울 동대문구 장한로26가길 29 어반슈필라움 1층 102/ 103호,,02-2244-0092,12
피자메이트 장안본점,피자,4.0,서울 동대문구 장안벚꽃로 167 장안래미안2차아파트 상가동 1충 109호,매일 11:00 ~ 22:00,070-4124-9122,20
라무진 장안1점,갈비,3.3,서울 동대문구 장한로 68 JB타워 1층 102호,영업시간 매일 17:00 ~ 24:00,02-2244-3446,6
고황24시 뼈다귀해장국감자탕,감자탕,2.9,서울 동대문구 경희대로1길 8-16,매일 00:00 ~ 24:00,02-966-5082,39
장원,닭요리,4.6,서울 동대문구 전농로 30-1,영업시간 월~금 16:00 ~ 23:00,02-2244-2334,17
망우로30,카페,4.0,서울 동대문구 망우로 30-1,화~일 11:00 ~ 21:00,,21
오앤디,카페,4.9,서울 동대문구 망우로12가길 17 1층,화요일,,24
커피나인 본점,커피전문점,4.3,서울 동대문구 전농로3길 12 1층,매일 09:00 ~ 22:00,02-6396-9992,24
평양냉면,냉면,3.6,서울 동대문구 홍릉로 14-3,매일 11:00 ~ 21:00,02-965-8254,36
경북손칼국수,국수,4.5,서울 동대문구 왕산로41길 4,월~토 10:00 ~ 20:30,02-963-6962,35
장군집,육류/고기,3.0,서울 동대문구 회기로25길 23-5,영업시간 매일 17:00 ~ 03:00,010-2705-3099,24
영동교집 장안점,육류/고기,3.2,서울 동대문구 천호대로83길 32 1층,,02-3394-5882,9
신락원,중화요리,3.8,서울 동대문구 전농로20길 2,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-2244-0008,32
마루샤브 용두직영점,샤브샤브,2.2,서울 동대문구 왕산로 61 한일빌딩 1층,매일 11:15 ~ 21:30,02-953-7443,9
대한닭발1979 본점,닭요리,3.0,서울 동대문구 장한로 116,영업시간 매일 17:00 ~ 06:00,02-2215-3009,7
17,피자,4.0,서울 동대문구 회기로21길 22,월~토 11:30 ~ 20:30,02-6494-1798,23
로운샤브샤브 청량리점,샤브샤브,3.1,서울 동대문구 왕산로 214,매일 11:00 ~ 21:00,02-6425-2015,18
멍군집,육류/고기,4.8,서울 동대문구 회기로 148-4,영업시간 월~금 16:00 ~ 24:00,010-8001-2264,30
송쉐프 장한평점,중화요리,4.0,서울 동대문구 장한로2길 20 2~4층,매일 11:00 ~ 21:00,02-2215-9999,22
더크림,디저트카페,3.5,서울 동대문구 장한로28길 18,월~금 09:00 ~ 22:00,070-4065-7313,10
카페림,디저트카페,4.6,서울 동대문구 천호대로27길 8-2,월~금 09:00 ~ 22:00,02-968-1497,27
대가참치,참치회,4.1,서울 동대문구 천호대로85길 11,,02-2242-4944,9
인기명 장안점,해물/생선,3.7,서울 동대문구 장한로26길 67 우성2차아파트 상가 1층,영업시간 월~금 17:00 ~ 23:00,02-2212-7233,9
신가네왕코등갈비,갈비,3.7,서울 동대문구 천호대로 67,영업시간 월~토 17:00 ~ 03:00,02-924-3042,9
홍능족발,족발/보쌈,2.9,서울 동대문구 홍릉로 20,매일 12:00 ~ 24:00,02-957-6000,17
빛나는바다 장안점,회,4.2,서울 동대문구 장한로 21,매일 00:00 ~ 24:00,02-2216-9807,5
카페양귀비,카페,4.0,서울 동대문구 이문로9길 8 1층,매일 12:00 ~ 21:00,,21
너디블루,카페,4.7,서울 동대문구 전농로36길 9 1층 1호,영업시간 매일 13:00 ~ 23:30,,23
정대감감자탕 본점,감자탕,3.5,서울 동대문구 천호대로83길 46,매일 00:00 ~ 24:00,02-2242-2533,16
황하,중화요리,4.0,서울 동대문구 경희대로4길 79,매일 11:00 ~ 22:00,02-959-8585,21
왕코등갈비,갈비,3.7,서울 동대문구 한천로 202 1/2층,영업시간 월~토 15:00 ~ 02:00,02-2245-4988,12
힘찬풍천장어,장어,4.1,서울 동대문구 난계로 252,매일 10:00 ~ 22:00,02-2231-9743,17
한상에소두마리 장안점,육류/고기,5.0,서울 동대문구 장한로 47 1층,매일 12:00 ~ 22:00,02-2215-0505,3
용두동쭈꾸미 본점,해산물,2.1,서울 동대문구 무학로36길 10,매일 00:00 ~ 24:00,02-925-3127,14
놀부만두,분식,3.7,서울 동대문구 망우로16길 15,월/화/수/목/금/일 11:00 ~ 20:30,02-2241-7550,31
타요키즈카페&뽀로로샵 아트몰링 장안점,키즈카페,3.0,서울 동대문구 답십리로 288 13/14층,매일 11:00 ~ 19:00,02-2115-1388,3
촨커,양꼬치,4.3,서울 동대문구 이문로9길 105,월~토 11:30 ~ 23:00,02-963-3688,47
시카고커리,퓨전요리,4.1,서울 동대문구 천호대로31길 23 1층,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,010-7749-3751,18
동경통닭,치킨,2.8,서울 동대문구 홍릉로1길 46 청량리전통시장 A동 1층,매일 10:00 ~ 23:00,02-963-6880,12
왼손우동짜장탕수육,중화요리,4.5,서울 동대문구 이문로 61,화요일,,46
독도게찜 장안직영점,게/대게,4.3,서울 동대문구 천호대로85길 98,,02-2249-3337,6
흥부골 숯불돼지왕갈비 본점,갈비,4.2,서울 동대문구 장한로24길 46,매일 11:00 ~ 23:00,02-2245-2006,6
비하인드미,카페,4.5,서울 동대문구 회기로 125,매일 12:00 ~ 21:00,,12
신라방마라탕,중식,4.5,서울 동대문구 천호대로79길 66,화~일 11:00 ~ 23:00,02-2212-9991,13
고깃집도훈 경희본점,육류/고기,4.2,서울 동대문구 회기로21길 29,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-965-4146,20
우마스시,초밥/롤,2.7,서울 동대문구 전농로 96-1 1층,화요일,02-2214-6533,22
미남참치,참치회,3.5,서울 동대문구 천호대로 389,월~금 11:00 ~ 24:00,02-2246-4567,14
일심해장국 장안점,해장국,3.6,서울 동대문구 장한로 179,매일 00:00 ~ 24:00,02-2243-4525,8
인생소곱창,곱창/막창,4.2,서울 동대문구 회기로21길 9,영업시간 매일 17:00 ~ 01:00,02-3295-3332,18
청량회관,일식,5.0,서울 동대문구 제기로36길 31,영업시간 월~토 18:00 ~ 02:00,,4
코지인무르무르,양식,4.5,서울 동대문구 회기로 139 2층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-965-0683,18
이수사일식,일식집,4.7,서울 동대문구 천호대로85길 10,매일 11:00 ~ 22:00,02-2212-4789,9
카페온,카페,4.9,서울 동대문구 왕산로 276-1,매일 12:00 ~ 23:00,070-8682-4958,10
소담촌 장안점,샤브샤브,5.0,서울 동대문구 사가정로 207 4층,매일 11:00 ~ 22:00,02-2212-1399,4
버거킹 장안SK점,패스트푸드,3.0,서울 동대문구 한천로 100,매일 00:00 ~ 24:00,070-7438-8236,21
스타벅스 답십리역점,커피전문점,4.5,서울 동대문구 천호대로 263,월~금 07:00 ~ 21:00,1522-3232,19
한옥정,육류/고기,2.8,서울 동대문구 답십리로 146-4,매일 11:00 ~ 23:00,02-2249-1082,12
용두동복집,복어,4.4,서울 동대문구 왕산로16길 9,,02-921-5936,9
호랭이양식당,이탈리안,3.0,서울 동대문구 회기로13길 24,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-966-4589,25
다퍼줘 바다먹거리 장터,해물/생선,4.3,서울 동대문구 왕산로 155-1 1층,매일 10:00 ~ 22:00,010-7601-2020,7
현고대닭발 본점,닭요리,4.2,서울 동대문구 제기로2길 42,영업시간 매일 14:00 ~ 01:00,02-928-9995,5
천호낙지,해물/생선,3.2,서울 동대문구 사가정로 207,매일 10:00 ~ 24:00,02-2245-7355,21
곱창고 장한평역점,곱창/막창,4.6,서울 동대문구 천호대로85길 14 이화빌딩 1층,영업시간 매일 15:00 ~ 02:00,02-2212-9992,23
청량리함흥냉면,냉면,3.9,서울 동대문구 홍릉로5길 13,매일 11:00 ~ 20:00,02-960-6761,9
키라쿠,카페,3.9,서울 동대문구 약령시로 5-1 아이리스빌딩 1층,월~금 10:00 ~ 23:00,,15
물고기김밥,분식,4.6,서울 동대문구 이문로25길 36 1층,월~금 09:00 ~ 20:00 · 브레이크타임 월~금 14:00 ~ 16:00,02-963-4580,44
경발원,중화요리,2.4,서울 동대문구 망우로21길 34,매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2244-2616,28
철계단집,삼겹살,3.7,서울 동대문구 회기로31가길 35-1,영업시간 매일 17:00 ~ 03:00,,9
시키카츠,돈까스/우동,4.4,서울 동대문구 회기로 110 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,38
원조골뱅이전문점,실내포장마차,3.7,서울 동대문구 왕산로37길 7,영업시간 매일 17:00 ~ 05:00,02-959-6131,14
독,육류/고기,3.1,서울 동대문구 왕산로 278-1,영업시간 매일 16:00 ~ 24:00,02-3295-1116,14
스타벅스 장한평역점,커피전문점,3.5,서울 동대문구 장한로 10,월~금 07:00 ~ 21:00,1522-3232,13
쿠우쿠우 장안아트몰링점,해산물뷔페,3.1,서울 동대문구 답십리로 288 15층,매일 11:00 ~ 21:00,02-2115-1020,19
스타벅스 회기역사거리점,커피전문점,3.6,서울 동대문구 이문로 37 회기 한일 베라체캠퍼스 1층,월~금 07:00 ~ 21:00,1522-3232,20
오늘은해물찜 손칼국수 답십리본점,국수,2.0,서울 동대문구 전농로 51,매일 11:00 ~ 22:00,02-2212-2828,3
봉이만두,분식,3.2,서울 동대문구 망우로21길 34,월~토 12:00 ~ 22:00,02-2215-1122,25
소담촌 용두점,샤브샤브,4.6,서울 동대문구 왕산로 60-1 포은회관 5층,매일 11:00 ~ 22:00,02-921-5530,10
스타벅스 신설동역점,커피전문점,2.6,서울 동대문구 왕산로 19,월~금 07:00 ~ 21:00,1522-3232,18
대즐링,카페,4.8,서울 동대문구 안암로 132 1층,월~금 12:00 ~ 21:00,0507-1409-3946,28
장군뽈따구숯불구이,육류/고기,5.0,서울 동대문구 망우로16길 5,영업시간 월~토 14:00 ~ 22:00,02-2242-0935,3
곽만근갈비탕이야기 답십리점,갈비,4.2,서울 동대문구 천호대로 289 상가 2층,매일 11:00 ~ 22:00,02-2216-5900,24
본참치,참치회,5.0,서울 동대문구 장한로 77,영업시간 월~토 16:00 ~ 03:00,02-3394-6664,3
굿갓레스토랑 회기점,양식,4.6,서울 동대문구 회기로19길 12,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,070-7576-2497,16
도란도란곱창,곱창/막창,2.9,서울 동대문구 휘경로2길 5-10,영업시간 매일 15:00 ~ 02:00,02-960-3701,32
맨손의스시,초밥/롤,4.8,서울 동대문구 답십리로30길 55 1층,월/화/목/금 11:30 ~ 21:30 · 브레이크타임 월/화/목/금 15:00 ~ 17:30,02-2212-1405,13
옛날 바지락손칼국수,국수,4.4,서울 동대문구 무학로 125,월/화/수/목/금/일 11:00 ~ 20:00 · 브레이크타임 월/화/수/목/금/일 15:00 ~ 17:00,02-2294-2569,32
차칸스시,초밥/롤,3.6,서울 동대문구 회기로25길 52,월/화/목/금/토/일 11:15 ~ 22:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 16:30,02-960-0919,28
고기야미안해,일식집,3.7,서울 동대문구 경희대로4길 20 1층,영업시간 매일 18:00 ~ 04:00,02-967-0202,15
해나루초밥,초밥/롤,3.1,서울 동대문구 경희대로 3-1 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-966-8100,22
경동한우정육식당,육류/고기,3.8,서울 동대문구 고산자로 421,매일 10:00 ~ 22:00,02-962-0962,6
스시선생,초밥/롤,3.9,서울 동대문구 경희대로4길 54,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-969-0806,37
치보,이탈리안,4.2,서울 동대문구 천장산로9길 3,월~토 11:30 ~ 22:00,02-960-7340,25
해피디쉬클럽,호프/요리주점,3.4,서울 동대문구 서울시립대로 164 6층,영업시간 매일 17:00 ~ 02:00,,7
샤로스톤 외대점,스테이크/립,4.3,서울 동대문구 휘경로2가길 5 1층,매일 11:00 ~ 21:30,02-966-0867,19
그대쉴꽃,카페,2.3,서울 동대문구 회기로19길 6 1/2층,매일 12:00 ~ 23:00,02-966-0813,3
팔삼,중화요리,2.3,서울 동대문구 하정로 53,매일 10:30 ~ 21:00,02-925-5945,16
컴플리트커피,카페,4.7,서울 동대문구 이문로9나길 6-14,월~금 08:00 ~ 23:00,070-8873-0419,21
안흥갈비 본점,갈비,4.8,서울 동대문구 장한로 153,매일 11:30 ~ 01:00,02-2246-7896,5
엔토츠야,초밥/롤,5.0,서울 동대문구 한천로26길 48-12 듀펠센터 지하1층,,070-8887-1288,6
보성장,한식,4.0,서울 동대문구 서울시립대로 122,매일 09:00 ~ 22:00,02-2212-7512,20
로이앤벨라,이탈리안,4.0,서울 동대문구 장한로26길 42,매일 11:30 ~ 22:00,070-7689-0000,10
그릭데이 경희대점,카페,4.9,서울 동대문구 회기로23가길 22,매일 11:00 ~ 21:00,,20
옥천옥,설렁탕,3.2,서울 동대문구 하정로 16,매일 06:30 ~ 21:30,02-2292-8201,19
디어테이블,카페,2.6,서울 동대문구 답십리로72길 68,매일 09:00 ~ 23:00,,5
팔팔껍데기 신설동점,육류/고기,4.7,서울 동대문구 천호대로 11-3 1층,영업시간 월~토 16:00 ~ 01:00,02-926-8292,3
최원석의돼지한판 서해쭈꾸미 시립대점,육류/고기,4.0,서울 동대문구 전농로 222 1층,매일 11:00 ~ 01:00,02-2213-5592,8
79번지국수집,국수,4.1,서울 동대문구 회기로13길 25 1층,매일 10:00 ~ 22:00,,43
도모다찌,일본식주점,2.5,서울 동대문구 경희대로4길 15,,02-968-2357,2
오징어데이,회,1.0,서울 동대문구 천호대로83길 89,영업시간 매일 16:00 ~ 04:00,02-6414-6018,2
미뇽,카페,4.5,서울 동대문구 제기로2길 4 2층,화~토 10:00 ~ 20:00,070-4300-0425,15
아경면선 외대점,동남아음식,4.8,서울 동대문구 이문로 76 1층,월/화/목/금/토/일 11:00 ~ 19:00,02-6498-6222,13
온니당,디저트카페,4.3,서울 동대문구 답십리로63길 125 1층,월/화/수요일,010-4450-9715,6
회기돌곱창,곱창/막창,4.0,서울 동대문구 이문로 42,영업시간 월~토 17:00 ~ 01:00,02-957-9965,7
연어이야기,해물/생선,4.7,서울 동대문구 고산자로 528-1,영업시간 월~토 16:00 ~ 24:00,02-957-0110,22
순대국집,순대,4.1,서울 동대문구 하정로4길 12,,02-921-6402,23
평양냉면 직영점,냉면,4.6,서울 동대문구 왕산로29길 4 2층,,02-965-8258,41
황해도순대,순대,4.1,서울 동대문구 홍릉로1길 21,,,8
탕의신 홍대포,해물/생선,3.5,서울 동대문구 장한로 47,매일 11:30 ~ 24:00,02-2213-3926,4
이문동커피집 플랫피플,커피전문점,5.0,서울 동대문구 이문로25길 39 1층,월~금 11:00 ~ 19:00,,44
백수씨심야식당,실내포장마차,4.0,서울 동대문구 경희대로1길 8-15 1층,영업시간 월~토 17:00 ~ 05:00,02-969-6212,11
풍천장어마을,장어,3.6,서울 동대문구 서울시립대로 109,매일 11:00 ~ 22:00,02-964-9752,5
더테이블,이탈리안,3.4,서울 동대문구 회기로 14 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:30,02-928-5097,21
임오네쭈꾸미 2호점,해물/생선,4.0,서울 동대문구 왕산로16길 13,,02-921-1628,5
규범곱창,곱창/막창,4.2,서울 동대문구 회기로 156,영업시간 월~토 14:00 ~ 01:00,,29
고흥아줌매,호프/요리주점,3.3,서울 동대문구 왕산로35길 7,,02-962-8389,3
행운돈까스지기 장안본점,돈까스/우동,2.7,서울 동대문구 장한로 173,월~토 10:30 ~ 22:00,02-2247-4101,12
