식당이름,메뉴,가격
육전식당 3호점,육전국밥,10000
육전식당 3호점,매운갈비찜,10000
스시고이,고이 사시미,22000
스시고이,고이 스시,22000
스시고이,고이 런치,16500
스시고이,방어가마 사시미와구이,11000
스시고이,연어머리구이,8800
79번지국수집,닭칼국수,6000
79번지국수집,닭국수,4000
79번지국수집,코다리 비빔국수,5000
79번지국수집,떡만두국,7000
79번지국수집,고기완자전,8000
돼랑이우랑이,등심카츠,8000
돼랑이우랑이,등심카츠 세트,10000
돼랑이우랑이,안심카츠,8500
돼랑이우랑이,치즈카츠,9000
돼랑이우랑이,모듬카츠,9500
경발원,짬뽕,7000
경발원,깐풍기,35000
레알라면,레드,4500
레알라면,오렌지,4500
레알라면,옐로우,4500
칠기마라탕 고려본점,마라탕야채 (100g),1700
칠기마라탕 고려본점,마라빤야채 (100g),1800
칠기마라탕 고려본점,마라샹궈야채 (100g),3000
칠기마라탕 고려본점,꿔바로오 (소),6000
고래돈가스,고래 돈까스,8000
Coffee Methodz,아메리카노,4000
Coffee Methodz,핸드드립,5000
Coffee Methodz,플랫바닐라,5000
Coffee Methodz,아인슈페너,5500
Coffee Methodz,흑임자라떼,5500
언니네함바그,함바그 (M),7500
언니네함바그,매콤함바그 (M),7800
언니네함바그,매콤함바그 (L),8300
언니네함바그,치즈함바그 (M),8000
언니네함바그,치즈함바그 (L),8500
물고기,물고기김밥,3500
물고기,참치김밥,4000
물고기,치즈김밥,4000
물고기,매운오뎅,4000
물고기,매운참치,4300
양자호떡 회기본점,잡채호떡,1500
양자호떡 회기본점,꿀호떡,1500
양자호떡 회기본점,고구마꿀호떡,1500
양자호떡 회기본점,뿌링꿀호떡,1500
양자호떡 회기본점,오레오꿀호떡,1500
아임파이,아메리카노,3300
아임파이,에그타르트,3000
아임파이,보스턴 크림타르트,3300
아임파이,모이스트 초코케이크,5800
아임파이,스트로베리 타르트,6800
봉이만두,부추고기 찐만두 (8개),5000
파델라,봉골레,14000
파델라,아마트리치아나,13000
파델라,라자냐,14000
본가할머니보쌈,보쌈정식,8000
본가할머니보쌈,김치보쌈 (중),30000
본가할머니보쌈,김치보쌈 (대),40000
본가할머니보쌈,모둠보쌈,48000
여기가좋겠네,닭도리탕(중),14000
맨손의스시 ,연어초밥 (8pcs),11000
맨손의스시 ,모듬초밥 (12pcs),16000
맨손의스시 ,연어아보롤,13000
맨손의스시 ,유부크래미아보롤,13000
맨손의스시 ,연어덮밥 M,8000
스시해나루 경희대점,해나루 정식코스,17000
스시해나루 경희대점,오늘의 모듬초밥,15000
엔토츠야,런치 스시오마카세,50000
엔토츠야,디너 스시오마카세,120000
미스사이공 신설동점,소고기쌀국수,3900
미스사이공 신설동점,닭쌀국수,3900
미스사이공 신설동점,매운쌀국수,4500
미스사이공 신설동점,사이공 볶음밥,3900
미스사이공 신설동점,사이공 볶음면,3900
카레,진저포크카레,11000
카레,시금치카레,9000
카레,일본식 반숙달걀조림 (추가),1500
모짜,씨저 샐러드,19000
모짜,프로슈토루꼴라,25500
모짜,까르보나라,20000
모짜,바베큐 폭립 리조또,34000
모짜,등심스테이크,60000
공푸,차돌박이짬뽕밥,9000
공푸,차돌박이짬뽕,9000
공푸,짜장면,5500
공푸,어향동고,27000
공푸,탕수육 (중),20000
우정초밥,런치,25000
우정초밥,디너,25000
애정마라샹궈 1호점,꿔바로우,16000
애정마라샹궈 1호점,마라롱샤/마라가재,33000
애정마라샹궈 1호점,크림새우,15000
고른햇살,원조김밥,2000
고른햇살,야채김밥,2500
고른햇살,참치김밥,3000
고른햇살,쌀떡볶이,3000
고른햇살,치즈라면,3500
바람난오리궁뎅이,강황오리로스 (중),36000
바람난오리궁뎅이,능이 한방오리백숙,65000
바람난오리궁뎅이,궁뎅이탕 (오리매운탕),45000
바람난오리궁뎅이,오꾸미 (중),52000
성북동집,만둣국,11000
성북동집,고기만두,11000
성북동집,김치만두,11000
성북동집,칼국수,10000
성북동집,수육,40000
팔백집,돼지갈비 (1인),12000
팔백집,매운불고기 (1인),13000
팔백집,시래기밥,5000
팔백집,콩나물해장국,5000
팔백집,불고기백반,7000
제주고깃집,제주 생오겹살,12000
제주고깃집,제주 생목살,12000
제주고깃집,제주 생항정살,13000
제주고깃집,근고기(모듬돔베고기),39000
제주고깃집,뒷고기,10000
참나무닭나라,장작구이통닭,16000
참나무닭나라,을지로골뱅이,25000
참나무닭나라,두부김치,13000
성북동메밀수제비누룽지백숙,누룽지백숙,49000
성북동메밀수제비누룽지백숙,들깨메밀수제비,9000
성북동메밀수제비누룽지백숙,메밀전,9000
수아당,수아,3500
수아당,치란,4000
수아당,계란,3500
수아당,삼겹쌈,5500
수아당,갈릭소고기,6500
살살솔트앤샐러드,살살샐러드,9500
살살솔트앤샐러드,살살그릴드샌드위치,9500
살살솔트앤샐러드,시저샐러드,9500
살살솔트앤샐러드,아보카도샐러드,10000
살살솔트앤샐러드,구운야채파니니,9500
버거파크,파크 버거 (싱글),5900
버거파크,파크머쉬룸 버거 (싱글),6900
버거파크,와플 감자튀김,2500
청수장,청수돼지갈비 (250g),16000
청수장,청수국밥,9000
청수장,청수물냉면,10000
청수장,청수비빔냉면,10000
청수장,청수회냉면,11000
일상,오늘의커피 (hot),5500
일상,아메리카노,6500
일상,베리에이션커피 (hot),5500
일상,비엔나커피,6000
동우설렁탕,설렁탕,8000
동우설렁탕,접시수육 (1인),12000
동우설렁탕,모듬수육 (2인),25000
동우설렁탕,모듬수육 (3-4인),35000
동우설렁탕,도가니수육,35000
김통,숙성통삼겹 (160g),13000
김통,숙성통목살 (160g),13000
김통,숯불 소주물럭,15000
김통,생김장 김치찌개,14000
김통,제육볶음,14000
샤뽀블랑,블랙로즈,4500
샤뽀블랑,레몬타르트,3000
샤뽀블랑,산딸기프레첼,4800
샤뽀블랑,크로플,5600
샤뽀블랑,에그베이컨,2800
백두산양꼬치구이,양꼬치,12000
백두산양꼬치구이,양갈비살,14000
백두산양꼬치구이,양갈비,15000
백두산양꼬치구이,새우,12000
백두산양꼬치구이,토마토계란볶음,12000
한상차림밥상,보쌈정식 (공기밥),9000
한상차림밥상,보쌈정식 (돌솥밥),10000
한상차림밥상,한방갈비찜정식 (공기밥),11000
한상차림밥상,한방갈비찜정식 (돌솥밥),12000
한상차림밥상,보쌈 (대),40000
샌드위치하우스,모짜렐라 토마토,6300
샌드위치하우스,치킨치즈크렌베리,6500
샌드위치하우스,치킨체다렐라,6800
샌드위치하우스,블루치즈치킨,6800
샌드위치하우스,이탈리안콤보,9500
명문막국수,메밀 물막국수,8000
명문막국수,메밀 비빔막국수,8000
명문막국수,명태식해 비빔막국수,10000
명문막국수,메밀 들깨 칼국수,8000
명문막국수,편육,19000
디어브레드 고대점,크랜베리 바게트,2800
디어브레드 고대점,치즈치아바타,2500
디어브레드 고대점,산딸기 브리오슈,2800
디어브레드 고대점,호밀 100% 빵,4200
디어브레드 고대점,베리 베리 스콘,2000
라라면가,우육면,9500
라라면가,마라곱창탕면,9500
라라면가,마라우육탕면,9500
라라면가,딴딴면,9000
라라면가,진마파두부면,9500
안동반점,짜장면,6000
안동반점,짬뽕,7000
안동반점,볶음밥,7000
안동반점,탕수육 (소),13000
안동반점,깐풍기 (소),22000
국시집,국시 (보통),10000
국시집,국시 (곱빼기),12000
국시집,수육 (소),20000
국시집,전 (소),17000
국시집,문어 (소),17000
봉화묵집,메밀묵,7000
봉화묵집,손칼국수,7000
봉화묵집,손만두,7000
봉화묵집,부침,6000
봉화묵집,돼지고기수육 (1근),27000
할매숯불닭갈비,숯불닭갈비,12000
할매숯불닭갈비,소금구이닭갈비,12000
할매숯불닭갈비,닭목살구이,13000
할매숯불닭갈비,뼈없는닭발,13000
할매숯불닭갈비,매운쭈꾸미구이,14000
사랑마라탕,마라탕 (100g),1800
사랑마라탕,마라향꿔 (100g),3000
사랑마라탕,표고소고기덮밥,7000
사랑마라탕,돈덮밥,6000
사랑마라탕,볶음면,6000
우리할매떡볶이,가래떡떡볶이세트,12000
우리할매떡볶이,밀떡떡볶이세트,11500
우리할매떡볶이,할매튀김,7000
우리할매떡볶이,진짜순대,3500
블랑제메종북악,아메리카노,5500
블랑제메종북악,돌체라떼,7000
블랑제메종북악,오몽주스,8000
블랑제메종북악,도지마 크로와상,8800
블랑제메종북악,앙게트,4800
성북동면옥집,회냉면,10500
성북동면옥집,물냉면,9500
성북동면옥집,비빔냉면,9500
성북동면옥집,왕갈비탕,14000
성북동면옥집,사골떡만둣국,10000
너의냠냠버거,치즈버거,7300
너의냠냠버거,클래식 버거,7800
너의냠냠버거,너의냠냠버거,8300
너의냠냠버거,훈연버거,9900
너의냠냠버거,아보카도버거,9800
샐러드프린세스,리코타치즈샐러드,8900
샐러드프린세스,목살 샐러드,7900
샐러드프린세스,닭가슴살 샐러드,7500
샐러드프린세스,감자치즈파니니,5700
샐러드프린세스,버섯불고기치즈파니니,6000
제순식당,오제볶음,7500
제순식당,간장오불,7500
제순식당,직화제육볶음,6500
제순식당,직화오징어볶음,8000
제순식당,순두부찌개,6000
꽌부이,양지쌀국수,8000
꽌부이,양지소힘줄쌀국수 (반/반),9000
꽌부이,소힘줄쌀국수,9500
꽌부이,분리우,9500
꽌부이,분짜,9500
송림원,짜장,5000
송림원,A 코스,55000
송림원,B 코스,55000
송림원,C 코스,70000
송림원,D 코스,70000
모블러,아메리카노,3500
모블러,비엔나커피,4500
모블러,필터커피,4000
모블러,휘낭시에,2500
샐러데이,리코타치즈샐러드,7000
샐러데이,훈제연어샐러드,7500
샐러데이,훈제오리샐러드,6500
샐러데이,구운야채샐러드,6500
샐러데이,단호박샐러드,5500
본크레페 성신여대점,누텔라 크레페,2500
본크레페 성신여대점,바나나 크레페,3000
본크레페 성신여대점,아몬드 크레페,3000
본크레페 성신여대점,생크림 크레페,2500
본크레페 성신여대점,딸기 크레페,3000
바스크,아메리카노,3500
슬로우브레드파파,아메리카노,1500
메종드루즈,마카롱 (1pc),2000
카페그레도,명란 바게트,3600
카페그레도,계란 구름빵,3800
카페그레도,파리지앵 샌드위치,6500
카페그레도,베를린 샌드위치,6500
카페그레도,이탈리안 샌드위치,6900
프로마치,페스토치킨,7900
프로마치,스테이크&치즈,7900
프로마치,커리치킨,7900
알렉스더커피,아메리카노,5000
알렉스더커피,알렉시노,5000
알렉스더커피,아메리카노,5000
알렉스더커피,라떼,5500
나폴레옹과자점,단팥빵,2000
나폴레옹과자점,크림치즈찰빵,2300
나폴레옹과자점,사라다빵,5000
나폴레옹과자점,토종밤식빵,4500
나폴레옹과자점,EV 크로아상,3300
쓰리로보스,치킨로스트,23000
쓰리로보스,과일야채 샐러드,20000
쓰리로보스,훈제연어 + 양상추쌈 (270g),35000
쓰리로보스,소시지와 어니언 마멀레이드,25000
쓰리로보스,홍합 토마토 찜,25000
성북동돼지갈비집,갈비백반,8500
성북동돼지갈비집,아버지냉면,6000
성북동돼지갈비집,불백아버지냉면,12000
윤휘식당,함박스테끼 정식,11000
윤휘식당,바질페스토 돈테끼,12000
윤휘식당,치킨스테끼 정식,10000
윤휘식당,차슈동 정식,11000
윤휘식당,치즈멘치카츠 정식,11000
수연산방,대추차,12800
수연산방,엄마손 순 단호박범벅,13800
수연산방,생강차,12500
수연산방,단호박빙수 (1인),13500
수연산방,단호박빙수 (2인),26000
공복식당 월곡점,천겹살,13000
공복식당 월곡점,큐브목살,13000
공복식당 월곡점,등심덧살,14000
공복식당 월곡점,토장찌개,5000
오박사네왕돈가스 본점,돈가스,9500
오박사네왕돈가스 본점,비후가스,11000
오박사네왕돈가스 본점,생선가스,9500
오박사네왕돈가스 본점,치즈돈가스,11000
오박사네왕돈가스 본점,오박사정식,11000
쿠이도라쿠라멘,돈코츠 라멘,6000
쿠이도라쿠라멘,매운 돈코츠 라멘,6000
쿠이도라쿠라멘,도코츠 차슈 라멘,7000
성북동 빵공장,아메리카노,4500
금왕돈까스,안심돈까스,10000
금왕돈까스,등심돈까스,9500
금왕돈까스,금왕정식,11000
금왕돈까스,생선까스,10000
금왕돈까스,함박스테이크,10000
양다리걸쳤네,양다리 (대),65000
양다리걸쳤네,양등심,25000
양다리걸쳤네,양등갈비,23000
양다리걸쳤네,양삼각갈비,23000
엘림들깨칼국수 본점,칼제비,8000
엘림들깨칼국수 본점,수육,10000
엘림들깨칼국수 본점,고기만두,5000
동네함박,함박스테이크,10800
동네함박,오므라이스,9000
동네함박,미트토마토치즈 함박스테이크,12000
동네함박,돈까스,9000
동네함박,미트토마토파스타,8000
플레이버,베이컨에그버거,13900
플레이버,칠리버거,13900
플레이버,내쉬빌핫치킨버거,7500
플레이버,더버거,8300
플레이버,파인애플버거,10800
대보명가,제천약초 밥상,16000
대보명가,제천약초 쟁반,60000
대보명가,제천약초 떡갈비,25000
대보명가,오곡전,12000
대보명가,마흑차,10000
더달다,아메리카노,4000
블랙다운커피,아메리카노,3000
쿠시,모듬꼬치구이7종,17000
쿠시,야끼토리5종,17000
쿠시,베이컨6종,16000
벤투라커피로스터스,아메리카노,3500
일도씨닭갈비 미아점,일도씨특제닭갈비,11000
일도씨닭갈비 미아점,콩닭콩닭콩나물닭갈비,11000
일도씨닭갈비 미아점,치치치즈닭갈비,13000
일도씨닭갈비 미아점,날치알주먹밥,3000
일도씨닭갈비 미아점,볶음밥,2000
부추곱창 수유점,모듭곱창 (500g),35000
부추곱창 수유점,곱창 (200g),15000
부추곱창 수유점,대창 (200g),15000
부추곱창 수유점,막창 (200g),15000
부추곱창 수유점,염통 (150g),10000
청년다방 서울수유점,아메리카노,1500
카페두두,아메리카노,3000
곰이순대국,순대국,6000
곰이순대국,닭곰탕,6000
토핑빨 미아본점,프리미엄 꽈뜨로,21900
토핑빨 미아본점,오리지널 꽈뜨로,18900
토핑빨 미아본점,고구마 트리오,20900
토핑빨 미아본점,반반피자,16900
토핑빨 미아본점,닭갈새,21900
이코이,참다랑어덮밥,15000
이코이,연어덮밥,12000
이코이,반반덮밥,14000
이코이,참다랑어 볏짚타다끼,14000
하이쿠,오늘의 카이센동,22000
하이쿠,하이쿠 카이센동,18000
하이쿠,사시미 정식,30000
하이쿠,사케동,12000
하이쿠,삼색동,17000
쉐프마인드,오마카세,99000
쉐프마인드,쉐프코스 A,49000
쉐프마인드,쉐프코스 B,75000
쉐프마인드,까치복 나베,35000
쉐프마인드,제철 모듬사시미 (중),50000
멘야코노하카레,에비카레,10000
멘야코노하카레,차슈카레,9500
멘야코노하카레,카츠카레,9000
멘야코노하카레,야끼차슈카레,11500
멘야코노하카레,감자고로케,5000
