식당이름,구분,평점,주소,영업시간,전화번호,리뷰수
대한극장, 고기 요리,4.3,서울시 강남구 신사동 570-1,10:00 - 01:00,02-6677-5555,10
쮸즈, 딤섬 / 만두,4.2,서울시 강남구 신사동 540-4,월: 17:00 - 21:00 화-토: 11:30 - 21:00,02-6081-9888,459
카페413프로젝트, 카페 / 디저트,4.2,서울시 강남구 역삼동 640-9,화-토: 10:30 - 22:00 일: 10:30 - 21:00,070-7798-0544,231
파이어벨, 브런치 / 버거 / 샌드위치,4.2,서울시 강남구 대치동 908-17 1F,11:30 - 21:00,02-6489-0041,372
브루클린더버거조인트, 브런치 / 버거 / 샌드위치,4.2,서울시 강남구 신사동 540-11 가로수빌딩,00:00 - 24:00,02-545-0718,318
미미면가, 라멘 / 소바 / 우동,4.2,서울시 강남구 신사동 521-16,11:30 - 21:00,070-4211-5466,324
오리지널팬케이크하우스, 브런치 / 버거 / 샌드위치,4.2,서울시 강남구 신사동 523-20 동원빌딩 1F,월-금: 09:00-21:00 토-일: 08:00-21:00,02-511-7481,339
세시셀라, 카페 / 디저트,4.2,서울시 강남구 신사동 651-4 삼경빌딩 1F,11:00 - 23:00,02-3448-7100,280
브루클린더버거조인트, 브런치 / 버거 / 샌드위치,4.2,서울시 강남구 삼성동 146-23,11:30 - 21:30,02-555-7180,238
울프강스테이크하우스, 스테이크 / 바베큐,4.2,서울시 강남구 청담동 89-6,11:00 - 23:00,02-556-8700,114
지노스뉴욕피자, 기타 양식,4.2,서울시 강남구 신사동 655-3,12:00 - 22:00,02-3444-2234,79
천진영감, 정통 중식 / 일반 중식,4.2,서울시 강남구 역삼동 811-6 1F,12:00 - 21:00,02-568-0355,102
반룡산, 국수 / 면 요리,4.2,서울시 강남구 대치동 894-4 1F,월-금: 11:00 - 22:00 토-일: 11:00 - 21:30,02-3446-8966,120
스시산원, 회 / 스시,4.2,서울시 강남구 삼성동 142-7 LG에클라트 A동 101호,12:00 - 22:00,02-557-5656,44
플랑플랑 , 카페 / 디저트,4.2,서울시 강남구 삼성동 149-20 1F,12:00 - 19:00,02-542-1020,79
스시카이세이, 회 / 스시,4.2,서울시 강남구 신사동 635-7 1F,12:00 - 22:00,02-515-2700,18
강서면옥, 국수 / 면 요리,4.2,서울시 강남구 신사동 645-30,11:00 - 22:00,02-3445-0092,108
부자피자, 기타 양식,4.2,서울시 강남구 신사동 534-12,11:30 - 22:30,02-516-9474,127
마일스톤커피로스터스, 카페 / 디저트,4.2,서울시 강남구 신사동 554-4,월-토: 12:00 - 22:30 일: 12:00 - 22:00,070-4219-1195,93
쁠로13, 베이커리,4.2,서울시 강남구 논현동 13-2 1F,09:00 - 22:00,070-8280-0813,73
리북집, 고기 요리,4.2,서울시 강남구 논현동 163-3,월-토: 11:30 - 03:30 일: 13:00 - 02:30,02-540-8589,180
에빗, 퓨전 양식,4.2,서울시 강남구 역삼동 791-15,화-금: 18:00 - 23:00 토: 12:00 - 15:00,070-4231-1022,18
오복수산, 돈부리 / 일본 카레 / 벤토,4.2,서울시 강남구 신사동 666-25 2F,11:30 - 21:30,02-545-9966,71
작은공간, 기타 한식,4.2,서울시 강남구 도곡동 950-5,11:00 - 20:50,02-3462-3533,129
포브라더스, 베트남 음식,4.2,서울시 강남구 도곡동 423-5 덕영빌딩,11:00 - 22:00,02-574-4147,84
스시인, 회 / 스시,4.2,서울시 강남구 신사동 645-28 3F,월-화: 17:00 - 22:00 수: 12:00 - 14:00 목-금: 17:00 - 22:00 토: 12:00 - 14:00,02-543-7636,16
하동관, 탕 / 찌개 / 전골,4.2,서울시 강남구 삼성동 159 코엑스몰 B1 J101호 ,월-금: 09:30 - 20:00 토-일: 09:30 - 19:00,02-551-5959,160
타쿠미곤, 정통 일식 / 일반 일식,4.8,서울시 서초구 반포동 107-45 부림빌딩 2F,12:00 - 22:00,02-595-1935,56
마루심, 돈부리 / 일본 카레 / 벤토,4.7,서울시 서초구 반포동 54-10 청구빌딩,11:00 - 22:00,02-592-8998,193
메종조, 프랑스 음식,4.7,서울시 서초구 서초동 1476-10 공아트빌딩 1F,12:00 - 20:00,02-6409-3373,15
밴건디 스테이크 하우스, 스테이크 / 바베큐,4.6,서울시 서초구 반포동 94-14,11:30 - 22:00,02-595-6062,133
윤, 프랑스 음식,4.6,서울시 서초구 반포동 68-1 Willus 빌딩 2F,11:30 - 22:30,02-3481-5007,39
이누식당, 이탈리안,4.6,서울시 서초구 방배동 850-31,11:30 - 22:30,010-9337-8947,44
스시려 프리미엄, 회 / 스시,4.5,서울시 서초구 서초동 1337-2 아크로텔 206호,12:00 - 22:00,02-525-0900,48
서관면옥, 국수 / 면 요리,4.5,서울시 서초구 서초동 1675-5,11:00 - 21:20,02-521-9945,126
스시고, 회 / 스시,4.5,서울시 서초구 반포동 94-10,12:00 - 22:00,02-595-4700,64
소울브레드, 베이커리,4.5,서울시 서초구 우면동 59 동양상가,화-금: 12:00 - 20:00 토: 12:00 - 17:00,070-4235-4748,103
멘야하나비, 라멘 / 소바 / 우동,4.5,서울시 서초구 잠원동 10-44,월-금: 11:30 - 21:00 토-일: 11:00 - 21:00,070-8847-7788,142
테이블포포, 이탈리안,4.5,서울시 서초구 반포동 110-1 명빌딩,12:00 - 22:00,02-3478-0717,35
꿉당, 고기 요리,4.5,서울시 서초구 잠원동 12-21 1F,월-토: 16:30 - 23:30 일: 15:00 - 23:30,02-545-9600,51
스시코에, 회 / 스시,4.5,서울시 서초구 방배동 866-20,18:00 - 22:00,010-4134-8466,13
하레, 이자카야 / 오뎅 / 꼬치,4.5,서울시 서초구 서초동 1697-11 1F,18:00 - 01:00,02-593-7319,45
노스티모, 세계음식 기타,4.5,서울시 서초구 방배동 880-14 201호,월-금: 17:00 - 21:00 토: 11:00 - 21:00 일: 11:00 - 16:00,02-535-5375,18
스와니예, 퓨전 양식,4.4,서울시 서초구 반포동 549-17 스튜디오소,12:00 - 22:30,02-3477-9386,86
루엘드파리, 베이커리,4.4,서울시 서초구 서초동 1445-13 서초쌍용플래티넘 112호,08:00 - 21:00,02-322-0939,163
태양커피, 카페 / 디저트,4.4,서울시 서초구 방배동 851-18 1F,월-금: 09:00 - 21:00 토-일: 12:00 - 21:00,02-534-8180,139
레프레미스, 카페 / 디저트,4.4,서울시 서초구 서초동 1430-1,12:00 - 20:30,02-571-3127,118
베이크, 카페 / 디저트,4.4,서울시 서초구 반포동 19-3 신세계백화점 강남점 B1,월-금: 10:30 - 20:00 토-일: 10:30 - 20:30,02-3479-1624,171
소이연남, 태국 음식,4.4,서울시 서초구 반포동 19-3 파미에스테이션 2F,11:30 - 22:00,02-6282-3217,94
한신치킨호프, 닭 / 오리 요리,4.4,서울시 서초구 잠원동 72-2 반원상가,11:00 - 01:30,02-596-5990,60
메종엠오, 베이커리,4.3,서울시 서초구 방배동 876-41,11:30 - 20:00,070-4239-3335,199
로리스더프라임립, 스테이크 / 바베큐,4.3,서울시 서초구 서초동 1317-23 GT타워 3F,11:30 - 22:00,02-590-2800,185
프릳츠커피컴퍼니, 카페 / 디저트,4.3,서울시 서초구 서초동 1363-10 1F,10:00 - 22:00,02-521-4148,138
설눈, 국수 / 면 요리,4.3,서울시 서초구 서초동 1551-9,11:00 - 21:00,02-6959-9339,79
브루클린더버거조인트, 브런치 / 버거 / 샌드위치,4.3,서울시 서초구 반포동 78-12,11:30 - 22:00,02-533-7180,306
스시만, 회 / 스시,4.3,서울시 서초구 방배동 1-3,12:00 - 22:00,02-533-0181,25
밀갸또, 카페 / 디저트,4.3,서울시 서초구 서초동 1668-16,11:00 - 21:00,02-585-9997,100
스시금강, 회 / 스시,4.3,서울시 서초구 서초동 1603-69 부속12상가 106호,11:30 - 22:00,02-586-7001,13
하이디라오, 기타 중식,4.3,서울시 서초구 서초동 1303-37 W-TOWER,10:00 - 21:00,02-533-8260,114
볼라레, 이탈리안,4.3,서울시 서초구 반포동 107-2,월-토: 11:30 - 23:00 일: 11:30 - 22:00,02-537-1100,84
젤라띠젤라띠, 카페 / 디저트,4.3,서울시 서초구 반포동 19-3 파미에스테이션 1F,11:00 - 21:30,02-6282-3281,169
크라이치즈버거, 브런치 / 버거 / 샌드위치,4.3,서울시 서초구 서초동 1358-8,11:00 - 21:30,02-582-6244,87
길버트버거앤프라이즈, 브런치 / 버거 / 샌드위치,4.3,서울시 서초구 서초동 1545-5,11:30 - 21:30,02-586-9200,101
봉산옥, 한정식 / 백반 / 정통 한식,4.3,서울시 서초구 서초동 1451-9 조강빌딩,월-금: 11:00 - 21:20 토: 11:00 -  20:30,02-525-2282,105
가츠오, 까스 요리,4.3,서울시 서초구 서초동 1658-17,11:30 - 21:00,02-6338-5154,78
비너스본사건너편갈비살, 고기 요리,4.3,서울시 서초구 반포동 703-7 104호,18:00 - 24:00,010-5311-9879,30
10월19일, 카페 / 디저트,4.3,서울시 서초구 서초동 1473-1 101호,12:00 - 20:00,010-9461-1906,16
피제리아호키포키, 기타 양식,4.3,서울시 서초구 서초동 1485-12 1F,월-금: 11:30 - 22:00 토-일: 12:00 - 22:00,02-523-5747,37
라씨에트, 프랑스 음식,4.3,서울시 서초구 반포동 90-2 2F,11:00 - 22:00,02-532-1250,20
소호정, 국수 / 면 요리,4.3,서울시 서초구 양재동 392-11,11:30 - 21:30,02-579-7282,74
한소반, 고기 요리,4.3,서울시 서초구 신원동 192-82 한소반,11:30 - 21:30,02-3453-1500,30
오리에(휴업중), 브런치 / 버거 / 샌드위치,4.3,서울시 서초구 방배동 894-20,10:00 - 16:00,070-8869-5454,16
공간21, 카페 / 디저트,4.3,서울시 서초구 서초동 1550-12,11:00 - 16:00,02-523-0021,16
곤드레집, 한정식 / 백반 / 정통 한식,4.3,서울시 서초구 신원동 195-16,월-금: 10:30 - 21:30 토-일: 09:00 - 21:30,02-574-4542,39
리프레셔스, 카페 / 디저트,4.3,서울시 서초구 방배동 778-20 B동 1F,11:00 - 21:00,010-4277-2519,27
3대삼계장인, 탕 / 찌개 / 전골,4.3,서울시 서초구 서초동 1557-17 1F,11:30 - 22:00,02-522-2270,21
와일드플라워, 퓨전 양식,4.3,서울시 서초구 방배동 850-32 1F,,02-533-2574,10
캔프 치킨 (휴업중), 닭 / 오리 요리,4.3,서울시 서초구 서초동 1578-1 구산빌딩,16:00 - 24:00,02-521-1108,21
카츠8, 까스 요리,4.3,서울시 서초구 서초동 1320-10 삼선전자 서초사옥 B1,11:00 - 22:00,02-3471-8887,19
손욱정힘불끈황소곱창, 고기 요리,4.3,서울시 서초구 서초동 1302-1 서초오피스텔 B1,,010-4880-9154,15
삼호복집, 해산물 요리,4.3,서울시 서초구 서초동 1338-10 기서빌딩,11:00 - 22:00,02-3474-3533,9
백년옥, 탕 / 찌개 / 전골,4.3,서울시 서초구 서초동 1451-95 다모성갤러리,10:00 - 22:00,02-586-8979,13
혜장국, 탕 / 찌개 / 전골,4.3,서울시 서초구 서초동 1302-50,,02-595-3339,6
임병주산동칼국수 , 국수 / 면 요리,4.2,서울시 서초구 서초동 1365,월-금: 11:00 - 21:30 토-일: 11:00 - 21:00,02-3473-7972,212
모범갈빗살, 고기 요리,4.2,서울시 서초구 서초동 1308-25 104호,11:30 - 22:00,02-533-2588,87
쿠차라, 남미 음식,4.2,서울시 서초구 서초동 1320-10 삼성전자빌딩,월-금: 11:00 - 22:00 토-일: 11:00 - 21:00,02-525-2155,191
차알, 정통 중식 / 일반 중식,4.2,서울시 서초구 반포동 19-3 파미에스테이션 2F,11:00 - 21:30,02-6282-3218,85
봇타야산, 철판 요리,4.2,서울시 서초구 방배동 751-1 배원빌딩 2F,17:30 - 23:00,02-532-6565,20
다피타, 이탈리안,4.2,서울시 서초구 서초동 1487-3,11:30 - 22:00,02-523-5147,47
스바루, 라멘 / 소바 / 우동,4.2,서울시 서초구 방배동 790-1,11:30 - 21:30,02-596-4882,62
신숙, 국수 / 면 요리,4.2,서울시 서초구 서초동 1709-2 이정빌딩,월-금: 11:30 - 19:30 토: 11:30 - 14:00,02-596-9295,35
갈쿠리와소쿠리, 국수 / 면 요리,4.2,서울시 서초구 잠원동 35-8 유진빌딩,월-토: 11:30 - 21:00 일: 12:00 - 24:00,02-544-4819,30
바른식시골보쌈감자옹심이, 고기 요리,4.2,서울시 서초구 방배동 450-14,11:30 - 23:00,02-6959-2830,43
아티장베이커스, 베이커리,4.2,서울시 서초구 반포동 95-6,,02-533-7259,33
멘쇼쿠, 라멘 / 소바 / 우동,4.2,서울시 서초구 잠원동 20-8 2F,,,5
맛집부추곱창, 고기 요리,4.2,서울시 서초구 방배동 448-37,월-금: 14:00 - 01:00 토-일: 14:00 - 23:00,02-583-4993,24
민이네식빵, 베이커리,4.2,서울시 서초구 방배동 451-19,11:00 - 18:00,070-4799-1202,24
꽃볶이, 기타 한식,4.2,서울시 서초구 잠원동 30-5 1F,월-금: 11:00 - 21:00 토: 12:00 - 16:00,070-8153-5366,11
도우룸, 기타 양식,4.1,서울시 서초구 방배동 797-20 2F,11:30 - 22:00,02-535-9386,104
마얘, 카페 / 디저트,4.1,서울시 서초구 반포동 106-5 토마소닉스빌딩,11:30 - 22:00,02-749-1411,147
티에리스 티스탠드, 카페 / 디저트,4.1,서울시 서초구 방배동 478-18,13:00 - 19:00,02-6013-8899,116
백년옥 , 탕 / 찌개 / 전골,4.1,서울시 서초구 서초동 1450-6,10:00 - 21:00,02-523-2860,213
스시타노, 회 / 스시,4.1,서울시 서초구 반포동 107-32,12:00 - 22:00  ,02-593-1600,40
한성돈까스, 기타 한식,4.1,서울시 서초구 잠원동 21-5,11:00 - 22:00,02-540-7054,191
오프레, 프랑스 음식,4.1,서울시 서초구 서초동 1451-86,화-금: 18:00 - 22:30 토: 12:00 - 22:30 일: 12:00 - 22:00,070-5025-3837,37
라모라, 이탈리안,4.1,서울시 서초구 반포동 76-1 2F,12:00 - 22:00,02-595-3997,49
낙원타코, 남미 음식,4.1,서울시 서초구 서초동 1316-29 타임빌딩 2F,11:30 - 23:00,02-595-1540,94
릿잇타미, 브런치 / 버거 / 샌드위치,4.1,서울시 서초구 방배동 451-31 1F,월-토: 11:30-22:00 일: 11:30-20:00,02-525-1976,109
주, 정통 중식 / 일반 중식,4.1,서울시 서초구 방배동 795-5 복빌딩,11:30 - 21:30,02-3482-3374,108
일일향, 정통 중식 / 일반 중식,4.1,서울시 서초구 서초동 1327-2 홍우빌딩,11:30 - 21:30,02-555-8133,78
장꼬방, 카페 / 디저트,4.1,서울시 서초구 서초동 1316,09:00 - 22:00,02-597-5511,147
세광양대창, 고기 요리,4.1,서울시 서초구 서초동 1571-19 1-2F,11:00 - 02:00,02-583-6692,80
서초양식당, 세계음식 기타,4.1,서울시 서초구 서초동 1302-1,,02-535-7654,24
곰포차, 전통 주점 / 포차,4.1,서울시 서초구 서초동 1459-9,월-금: 17:30 - 03:00 토: 17:30 - 01:00,010-9410-8358,53
시골야채된장, 탕 / 찌개 / 전골,4.1,서울시 서초구 서초동 1308-1 삼미빌딩 1F,06:00 - 23:00,02-3482-7626,56
상아김밥&떡볶이, 기타 한식,4.1,서울시 서초구 잠원동 35-1,07:00 - 21:00,02-540-0116,22
소브레메사, 세계음식 기타,4.1,서울시 서초구 서초동 1303-16,12:00 - 23:00,02-536-0669,21
고깃집열, 고기 요리,4.1,서울시 서초구 서초동 1330-14 2F,월-금: 16:00 - 22:50 토: 16:00 - 22:00,02-586-7710,27
노아스로스팅, 카페 / 디저트,4.1,서울시 서초구 잠원동 27-11 1F,월-금: 08:30 - 21:30 토: 11:30 - 21:00,02-3445-6357,20
신이주신선물오리고기, 닭 / 오리 요리,4.1,서울시 서초구 반포동 706-3 세화빌딩,11:00 - 24:00,02-567-7974,18
백화요란골동반, 국수 / 면 요리,4.1,서울시 서초구 서초동 1542-1,11:30 - 21:30,02-521-8831,40
타짜도르, 카페 / 디저트,4.1,서울시 서초구 서초동 1309 SG타워 1F,11:00 - 21:00,070-8848-9965,18
코아손만두, 기타 한식,4.1,서울시 서초구 잠원동 70-2 B1,월-목: 10:30 - 21:00 금: 10:30 - 22:00 토-일: 10:30 - 22:00,02-594-3875,29
영스타, 고기 요리,4.1,서울시 서초구 반포동 92-12 보스톤빌딩 2F,17:00 - 24:00,02-537-8867,14
르타오, 카페 / 디저트,4.1,서울시 서초구 반포동 19-3 신세계백화점 강남점 B1,,,25
다피타, 이탈리안,4.1,서울시 서초구 서초동 1503-16 이스타하우스,11:30 - 22:30,02-521-5147,12
한성돈까스, 기타 한식,4.1,서울시 서초구 잠원동 25-12,"토, 일",02-515-7057,13
백화네부엌, 퓨전 한식,4.1,서울시 서초구 서초동 1570-6 1F,11:00 - 04:00,02-586-9876,8
라바트리, 카페 / 디저트,4.1,서울시 서초구 방배동 850-31 B1,,070-8780-0508,4
진대감차돌삼합, 고기 요리,4.1,서울시 서초구 양재동 351-10,월-금: 11:00 - 23:00 토-일: 17:00 - 23:00,02-576-1211,11
스시도우, 회 / 스시,4.0,서울시 서초구 서초동 1544-10,12:00 - 22:00,02-588-8011,31
어메이징타이, 태국 음식,4.0,서울시 서초구 서초동 1308-16 한서그린빌리지오피스텔 207호,11:30 - 21:30,02-594-7377,160
박경자식당, 전통 주점 / 포차,4.0,서울시 서초구 잠원동 40-2,18:00 - 24:00,02-6104-4005,29
스시사랑, 회 / 스시,4.0,서울시 서초구 서초동 1549-2 진흥펠리체 1F,12:00 - 22:00,02-525-2672,27
라멘모토, 라멘 / 소바 / 우동,4.0,서울시 서초구 잠원동 38-26 조훈빌딩,11:00 - 21:30,070-4400-2370,119
테루아, 이탈리안,4.0,서울시 서초구 잠원동 30-4,11:30 - 20:30,0507-1320-8757,23
자니로켓, 브런치 / 버거 / 샌드위치,4.0,서울시 서초구 반포동 19-3 신세계백화점 강남점 B1,10:30 - 20:00,02-3479-1220,121
할랄가이즈, 브런치 / 버거 / 샌드위치,4.0,서울시 서초구 서초동 1309-8,일-목: 11:00 - 22:00 금-토: 11:00 - 04:00,02-595-1800,81
들름집, 국수 / 면 요리,4.0,서울시 서초구 서초동 1330-11 금성상가,11:00 - 21:00,02-585-8449,90
강남따로국밥, 탕 / 찌개 / 전골,4.0,서울시 서초구 잠원동 20-1 2F,06:30 - 23:00,02-543-2527,40
잠원떡볶이, 기타 한식,4.0,서울시 서초구 잠원동 61-6,11:00 - 22:00,02-591-4108,34
더리버, 이탈리안,4.0,서울시 서초구 반포동 1333-1 한강반포지구 내 유선장,11:30 - 22:00,02-595-1975,9
영동설렁탕, 탕 / 찌개 / 전골,4.0,서울시 서초구 잠원동 10-53,00:00 - 24:00,02-543-4716,55
담은, 전통 주점 / 포차,4.0,서울시 서초구 잠원동 69-2 반포쇼핑센터4동 B1,14:30 - 01:30,02-536-7500,22
스시마카세, 회 / 스시,4.0,서울시 서초구 서초동 1603-1 블루핀타워,11:30 - 22:00,02-598-7508,11
굴림, 카페 / 디저트,4.0,서울시 서초구 반포동 703-19,,,17
리틀크레이지피자, 기타 양식,4.0,서울시 서초구 반포동 1048,11:00 - 21:00,02-591-0282,56
김영모과자점, 베이커리,4.0,서울시 서초구 서초동 1635-1,08:00 - 22:30 ,02-3473-5484,98
이치류, 기타 일식,4.0,서울시 서초구 잠원동 39-9,월-토: 17:00 - 23:00 일: 17:00 - 22:00,02-518-5558,20
의정부평양면옥, 국수 / 면 요리,4.0,서울시 서초구 잠원동 29-23,11:30 - 21:00,02-547-6947,30
태국식당356, 태국 음식,4.0,서울시 서초구 양재동 10-52 2F,월-금: 11:30 - 24:00 토: 11:00 - 22:00,02-579-7371,23
한양돈까스, 기타 한식,4.0,서울시 서초구 양재동 96,월-금: 11:00 - 24:00 토-일: 11:00 - 22:00,02-577-8120,25
만리성, 정통 중식 / 일반 중식,4.0,서울시 서초구 서초동 1544-10,11:30 - 21:30,02-522-8870,15
싱싱오동도산아나고꼼장어숯불구이, 해산물 요리,4.0,서울시 서초구 방배동 3001-2 방배디오슈페리움1,16:00 - 04:00,02-532-9679,16
플레인, 카페 / 디저트,4.0,서울시 서초구 서초동 1540-5 효진빌딩 1F,08:00 - 22:00,070-8285-8897,13
스시환, 회 / 스시,4.0,서울시 서초구 서초동 1603-20 정원빌딩 1F,11:00 - 22:00,02-523-3700,20
다 피타 시그니처, 이탈리안,4.0,서울시 서초구 방배동 3001-2 101-2호,,02-537-1007,11
성천막국수, 국수 / 면 요리,4.0,서울시 서초구 반포동 706-6,11:00 - 21:00,02-548-5529,5
요멘야고에몬, 퓨전 일식,3.9,서울시 서초구 서초동 1317-13,11:00 - 22:00,02-534-8036,361
애플하우스, 기타 한식,3.9,서울시 서초구 반포동 978,10:00 - 21:30,02-595-1629,368
교대이층집, 고기 요리,3.9,서울시 서초구 서초동 1571-18 청화빌딩,11:00 - 00:30,02-525-6692,191
쿠오레 에스프레소, 카페 / 디저트,3.9,서울시 서초구 서초동 1357-66 101호,월-금: 08:00 - 22:00 토-일: 12:00 - 21:00,070-7750-9230,99
오뗄두스, 카페 / 디저트,3.9,서울시 서초구 반포동 93-5 서래빌딩 1F,10:00 - 21:00,02-595-5705,119
아트메이저, 카페 / 디저트,3.9,서울시 서초구 방배동 897-2 J H 빌딩,월-금: 08:00 - 23:00 토-일: 09:00 - 23:00,02-521-6239,46
